Id,label
42426,4
42427,7
42428,4
42429,7
42430,4
42431,8
42432,5
42433,2
42434,6
42435,1
42436,3
42437,9
42438,5
42439,0
42440,8
42441,4
42442,7
42443,4
42444,4
42445,4
42446,1
42447,5
42448,3
42449,9
42450,5
42451,7
42452,6
42453,9
42454,5
42455,9
42456,2
42457,3
42458,5
42459,6
42460,6
42461,7
42462,5
42463,0
42464,5
42465,1
42466,7
42467,4
42468,4
42469,1
42470,1
42471,4
42472,9
42473,5
42474,6
42475,0
42476,1
42477,3
42478,1
42479,0
42480,4
42481,8
42482,1
42483,2
42484,7
42485,9
42486,4
42487,8
42488,3
42489,7
42490,7
42491,4
42492,2
42493,4
42494,6
42495,7
42496,5
42497,3
42498,2
42499,0
42500,6
42501,5
42502,9
42503,4
42504,1
42505,8
42506,3
42507,3
42508,0
42509,6
42510,7
42511,5
42512,8
42513,7
42514,5
42515,3
42516,5
42517,7
42518,4
42519,3
42520,6
42521,9
42522,0
42523,7
42524,7
42525,1
42526,0
42527,1
42528,1
42529,7
42530,0
42531,5
42532,3
42533,8
42534,3
42535,5
42536,6
42537,5
42538,4
42539,3
42540,0
42541,2
42542,8
42543,2
42544,0
42545,3
42546,0
42547,9
42548,2
42549,1
42550,1
42551,3
42552,0
42553,5
42554,0
42555,0
42556,7
42557,5
42558,6
42559,2
42560,0
42561,3
42562,8
42563,1
42564,6
42565,5
42566,4
42567,1
42568,1
42569,4
42570,6
42571,5
42572,3
42573,6
42574,0
42575,4
42576,8
42577,2
42578,4
42579,2
42580,5
42581,1
42582,7
42583,6
42584,9
42585,1
42586,7
42587,3
42588,8
42589,0
42590,8
42591,8
42592,4
42593,5
42594,3
42595,6
42596,6
42597,6
42598,0
42599,3
42600,5
42601,1
42602,7
42603,1
42604,6
42605,2
42606,8
42607,5
42608,6
42609,4
42610,7
42611,4
42612,3
42613,3
42614,2
42615,4
42616,7
42617,0
42618,0
42619,9
42620,8
42621,5
42622,9
42623,4
42624,0
42625,8
42626,1
42627,3
42628,6
42629,2
42630,6
42631,1
42632,8
42633,6
42634,1
42635,4
42636,7
42637,7
42638,8
42639,3
42640,0
42641,9
42642,9
42643,6
42644,7
42645,7
42646,4
42647,4
42648,1
42649,8
42650,4
42651,9
42652,0
42653,2
42654,8
42655,2
42656,4
42657,3
42658,3
42659,7
42660,2
42661,3
42662,4
42663,0
42664,4
42665,8
42666,1
42667,3
42668,5
42669,6
42670,3
42671,9
42672,4
42673,3
42674,8
42675,7
42676,7
42677,2
42678,6
42679,0
42680,6
42681,9
42682,8
42683,8
42684,1
42685,3
42686,4
42687,6
42688,9
42689,9
42690,2
42691,6
42692,0
42693,1
42694,8
42695,4
42696,3
42697,9
42698,8
42699,8
42700,4
42701,0
42702,5
42703,0
42704,6
42705,0
42706,4
42707,4
42708,6
42709,5
42710,1
42711,8
42712,1
42713,5
42714,3
42715,6
42716,2
42717,3
42718,7
42719,8
42720,9
42721,3
42722,1
42723,0
42724,1
42725,0
42726,6
42727,4
42728,7
42729,5
42730,7
42731,1
42732,3
42733,2
42734,7
42735,7
42736,1
42737,5
42738,1
42739,5
42740,4
42741,4
42742,3
42743,4
42744,3
42745,9
42746,0
42747,7
42748,8
42749,6
42750,4
42751,9
42752,4
42753,4
42754,1
42755,4
42756,7
42757,1
42758,1
42759,8
42760,7
42761,0
42762,4
42763,0
42764,4
42765,0
42766,0
42767,8
42768,1
42769,8
42770,6
42771,5
42772,0
42773,1
42774,5
42775,3
42776,4
42777,6
42778,3
42779,1
42780,1
42781,6
42782,9
42783,8
42784,3
42785,5
42786,5
42787,4
42788,8
42789,8
42790,5
42791,0
42792,4
42793,0
42794,4
42795,3
42796,1
42797,6
42798,9
42799,9
42800,1
42801,1
42802,3
42803,3
42804,1
42805,4
42806,9
42807,6
42808,9
42809,1
42810,5
42811,4
42812,2
42813,3
42814,2
42815,4
42816,0
42817,9
42818,7
42819,4
42820,3
42821,0
42822,5
42823,0
42824,1
42825,9
42826,0
42827,4
42828,5
42829,2
42830,8
42831,0
42832,5
42833,9
42834,3
42835,9
42836,6
42837,1
42838,5
42839,5
42840,1
42841,9
42842,0
42843,8
42844,4
42845,6
42846,7
42847,2
42848,8
42849,5
42850,8
42851,9
42852,7
42853,7
42854,2
42855,8
42856,1
42857,3
42858,4
42859,5
42860,0
42861,4
42862,1
42863,4
42864,2
42865,3
42866,6
42867,9
42868,2
42869,3
42870,4
42871,5
42872,4
42873,2
42874,3
42875,2
42876,1
42877,1
42878,0
42879,1
42880,4
42881,9
42882,1
42883,1
42884,2
42885,7
42886,1
42887,5
42888,4
42889,9
42890,1
42891,7
42892,6
42893,0
42894,4
42895,2
42896,9
42897,4
42898,1
42899,1
42900,5
42901,3
42902,5
42903,7
42904,9
42905,7
42906,8
42907,3
42908,2
42909,7
42910,2
42911,0
42912,4
42913,7
42914,1
42915,6
42916,4
42917,6
42918,1
42919,5
42920,7
42921,3
42922,5
42923,9
42924,4
42925,7
42926,9
42927,6
42928,6
42929,3
42930,3
42931,2
42932,1
42933,4
42934,5
42935,3
42936,7
42937,7
42938,9
42939,5
42940,6
42941,2
42942,6
42943,1
42944,0
42945,9
42946,3
42947,2
42948,9
42949,2
42950,6
42951,7
42952,5
42953,2
42954,3
42955,2
42956,8
42957,3
42958,0
42959,2
42960,7
42961,9
42962,4
42963,0
42964,9
42965,5
42966,1
42967,8
42968,8
42969,5
42970,3
42971,2
42972,9
42973,6
42974,7
42975,0
42976,8
42977,0
42978,7
42979,4
42980,5
42981,8
42982,7
42983,9
42984,7
42985,7
42986,0
42987,5
42988,3
42989,2
42990,1
42991,9
42992,0
42993,6
42994,8
42995,3
42996,6
42997,2
42998,2
42999,9
43000,0
43001,7
43002,0
43003,7
43004,1
43005,3
43006,4
43007,6
43008,3
43009,9
43010,2
43011,6
43012,3
43013,7
43014,3
43015,7
43016,2
43017,3
43018,4
43019,9
43020,5
43021,9
43022,4
43023,6
43024,2
43025,6
43026,1
43027,5
43028,5
43029,1
43030,9
43031,1
43032,8
43033,9
43034,4
43035,5
43036,8
43037,5
43038,2
43039,0
43040,1
43041,6
43042,1
43043,9
43044,2
43045,2
43046,7
43047,7
43048,6
43049,6
43050,2
43051,6
43052,3
43053,5
43054,9
43055,1
43056,1
43057,3
43058,6
43059,3
43060,0
43061,0
43062,6
43063,0
43064,9
43065,4
43066,7
43067,0
43068,5
43069,9
43070,8
43071,8
43072,7
43073,6
43074,9
43075,2
43076,6
43077,1
43078,2
43079,9
43080,3
43081,0
43082,2
43083,8
43084,7
43085,7
43086,6
43087,6
43088,3
43089,1
43090,3
43091,1
43092,0
43093,1
43094,7
43095,6
43096,3
43097,3
43098,3
43099,3
43100,4
43101,2
43102,9
43103,1
43104,8
43105,2
43106,0
43107,6
43108,4
43109,6
43110,7
43111,2
43112,4
43113,1
43114,0
43115,5
43116,2
43117,6
43118,4
43119,9
43120,8
43121,5
43122,4
43123,1
43124,6
43125,3
43126,8
43127,6
43128,1
43129,2
43130,0
43131,8
43132,8
43133,0
43134,3
43135,6
43136,8
43137,7
43138,7
43139,7
43140,6
43141,0
43142,2
43143,1
43144,2
43145,8
43146,4
43147,5
43148,5
43149,3
43150,8
43151,7
43152,8
43153,4
43154,7
43155,4
43156,9
43157,1
43158,8
43159,0
43160,9
43161,1
43162,9
43163,0
43164,6
43165,4
43166,1
43167,2
43168,4
43169,5
43170,8
43171,2
43172,9
43173,1
43174,8
43175,2
43176,2
43177,7
43178,2
43179,5
43180,3
43181,8
43182,9
43183,4
43184,0
43185,7
43186,0
43187,3
43188,5
43189,9
43190,7
43191,3
43192,3
43193,8
43194,8
43195,9
43196,3
43197,2
43198,5
43199,4
43200,4
43201,8
43202,3
43203,0
43204,1
43205,7
43206,9
43207,6
43208,4
43209,0
43210,4
43211,7
43212,8
43213,4
43214,5
43215,9
43216,6
43217,7
43218,8
43219,2
43220,0
43221,0
43222,5
43223,0
43224,5
43225,9
43226,9
43227,9
43228,9
43229,5
43230,4
43231,3
43232,0
43233,5
43234,4
43235,1
43236,9
43237,5
43238,4
43239,9
43240,9
43241,5
43242,7
43243,8
43244,2
43245,4
43246,7
43247,4
43248,3
43249,5
43250,6
43251,6
43252,0
43253,4
43254,5
43255,5
43256,7
43257,6
43258,5
43259,3
43260,1
43261,7
43262,4
43263,2
43264,2
43265,6
43266,9
43267,9
43268,8
43269,1
43270,1
43271,3
43272,1
43273,0
43274,0
43275,4
43276,0
43277,2
43278,7
43279,6
43280,1
43281,4
43282,7
43283,0
43284,7
43285,1
43286,0
43287,3
43288,3
43289,1
43290,9
43291,8
43292,4
43293,6
43294,5
43295,9
43296,8
43297,6
43298,3
43299,6
43300,6
43301,6
43302,1
43303,1
43304,4
43305,0
43306,7
43307,8
43308,0
43309,4
43310,6
43311,7
43312,9
43313,5
43314,9
43315,6
43316,2
43317,4
43318,7
43319,5
43320,9
43321,8
43322,5
43323,1
43324,8
43325,0
43326,3
43327,6
43328,8
43329,1
43330,3
43331,0
43332,3
43333,1
43334,9
43335,1
43336,4
43337,5
43338,8
43339,2
43340,2
43341,9
43342,1
43343,3
43344,3
43345,0
43346,5
43347,6
43348,1
43349,8
43350,3
43351,6
43352,7
43353,2
43354,3
43355,2
43356,9
43357,2
43358,1
43359,5
43360,9
43361,8
43362,7
43363,3
43364,8
43365,4
43366,5
43367,8
43368,2
43369,1
43370,6
43371,7
43372,6
43373,1
43374,1
43375,0
43376,5
43377,0
43378,9
43379,1
43380,7
43381,4
43382,0
43383,8
43384,7
43385,5
43386,9
43387,8
43388,8
43389,7
43390,5
43391,4
43392,8
43393,7
43394,9
43395,4
43396,7
43397,2
43398,7
43399,4
43400,1
43401,5
43402,8
43403,2
43404,3
43405,5
43406,9
43407,8
43408,4
43409,5
43410,9
43411,1
43412,5
43413,1
43414,1
43415,3
43416,7
43417,5
43418,1
43419,7
43420,9
43421,2
43422,3
43423,6
43424,8
43425,8
43426,5
43427,0
43428,8
43429,8
43430,4
43431,7
43432,1
43433,9
43434,6
43435,8
43436,9
43437,4
43438,9
43439,9
43440,6
43441,3
43442,2
43443,7
43444,4
43445,8
43446,0
43447,4
43448,9
43449,0
43450,8
43451,8
43452,7
43453,0
43454,9
43455,0
43456,9
43457,7
43458,0
43459,8
43460,5
43461,3
43462,3
43463,6
43464,2
43465,5
43466,3
43467,1
43468,7
43469,3
43470,1
43471,0
43472,6
43473,5
43474,9
43475,3
43476,2
43477,9
43478,4
43479,8
43480,8
43481,7
43482,6
43483,4
43484,4
43485,0
43486,7
43487,5
43488,9
43489,6
43490,7
43491,3
43492,8
43493,9
43494,5
43495,0
43496,8
43497,6
43498,0
43499,3
43500,0
43501,1
43502,8
43503,3
43504,8
43505,6
43506,0
43507,1
43508,2
43509,0
43510,7
43511,3
43512,6
43513,9
43514,2
43515,3
43516,1
43517,7
43518,7
43519,9
43520,5
43521,9
43522,9
43523,1
43524,1
43525,5
43526,8
43527,3
43528,2
43529,5
43530,4
43531,1
43532,8
43533,4
43534,0
43535,7
43536,0
43537,9
43538,0
43539,0
43540,7
43541,1
43542,3
43543,5
43544,5
43545,8
43546,9
43547,7
43548,9
43549,4
43550,6
43551,0
43552,1
43553,9
43554,2
43555,7
43556,4
43557,8
43558,5
43559,0
43560,5
43561,9
43562,8
43563,7
43564,5
43565,0
43566,1
43567,9
43568,9
43569,6
43570,3
43571,0
43572,8
43573,7
43574,5
43575,2
43576,6
43577,1
43578,7
43579,2
43580,3
43581,8
43582,8
43583,1
43584,4
43585,6
43586,2
43587,4
43588,8
43589,2
43590,3
43591,6
43592,3
43593,8
43594,2
43595,9
43596,1
43597,3
43598,2
43599,5
43600,8
43601,7
43602,7
43603,6
43604,2
43605,0
43606,3
43607,2
43608,8
43609,1
43610,5
43611,4
43612,3
43613,3
43614,1
43615,9
43616,3
43617,2
43618,1
43619,1
43620,3
43621,6
43622,1
43623,3
43624,4
43625,4
43626,9
43627,6
43628,6
43629,7
43630,5
43631,9
43632,6
43633,6
43634,1
43635,0
43636,7
43637,8
43638,8
43639,8
43640,3
43641,7
43642,7
43643,7
43644,1
43645,4
43646,6
43647,1
43648,0
43649,0
43650,1
43651,7
43652,7
43653,8
43654,8
43655,9
43656,8
43657,2
43658,4
43659,8
43660,1
43661,3
43662,6
43663,1
43664,3
43665,3
43666,6
43667,6
43668,5
43669,8
43670,8
43671,5
43672,4
43673,5
43674,9
43675,8
43676,2
43677,0
43678,1
43679,3
43680,3
43681,5
43682,6
43683,3
43684,3
43685,6
43686,1
43687,3
43688,3
43689,7
43690,7
43691,5
43692,6
43693,5
43694,1
43695,7
43696,4
43697,5
43698,9
43699,0
43700,2
43701,8
43702,0
43703,9
43704,5
43705,3
43706,0
43707,8
43708,0
43709,7
43710,7
43711,1
43712,5
43713,4
43714,4
43715,9
43716,7
43717,0
43718,3
43719,1
43720,3
43721,3
43722,6
43723,2
43724,4
43725,2
43726,1
43727,6
43728,5
43729,9
43730,3
43731,4
43732,1
43733,9
43734,4
43735,0
43736,3
43737,5
43738,1
43739,0
43740,0
43741,5
43742,3
43743,9
43744,4
43745,9
43746,1
43747,0
43748,0
43749,5
43750,7
43751,1
43752,6
43753,8
43754,3
43755,7
43756,0
43757,3
43758,8
43759,2
43760,8
43761,6
43762,7
43763,9
43764,1
43765,8
43766,4
43767,5
43768,3
43769,1
43770,5
43771,2
43772,2
43773,5
43774,3
43775,8
43776,8
43777,2
43778,7
43779,4
43780,8
43781,5
43782,7
43783,0
43784,6
43785,6
43786,2
43787,3
43788,2
43789,2
43790,9
43791,1
43792,9
43793,6
43794,9
43795,2
43796,2
43797,6
43798,0
43799,4
43800,0
43801,0
43802,0
43803,0
43804,3
43805,0
43806,4
43807,3
43808,6
43809,7
43810,8
43811,6
43812,0
43813,5
43814,1
43815,8
43816,5
43817,6
43818,0
43819,2
43820,7
43821,6
43822,1
43823,3
43824,9
43825,9
43826,3
43827,0
43828,3
43829,5
43830,9
43831,6
43832,8
43833,3
43834,1
43835,0
43836,0
43837,9
43838,0
43839,6
43840,6
43841,2
43842,4
43843,3
43844,0
43845,2
43846,7
43847,1
43848,5
43849,8
43850,5
43851,8
43852,8
43853,4
43854,7
43855,4
43856,3
43857,6
43858,5
43859,7
43860,3
43861,1
43862,6
43863,7
43864,1
43865,3
43866,1
43867,8
43868,8
43869,1
43870,5
43871,2
43872,2
43873,6
43874,9
43875,0
43876,2
43877,1
43878,2
43879,7
43880,4
43881,4
43882,9
43883,3
43884,0
43885,4
43886,5
43887,1
43888,9
43889,6
43890,9
43891,7
43892,6
43893,5
43894,0
43895,6
43896,1
43897,3
43898,8
43899,4
43900,0
43901,0
43902,0
43903,3
43904,7
43905,9
43906,8
43907,5
43908,9
43909,9
43910,1
43911,5
43912,0
43913,9
43914,1
43915,7
43916,9
43917,0
43918,8
43919,9
43920,0
43921,6
43922,9
43923,2
43924,4
43925,2
43926,1
43927,9
43928,4
43929,4
43930,8
43931,8
43932,6
43933,5
43934,6
43935,1
43936,3
43937,5
43938,9
43939,3
43940,9
43941,7
43942,0
43943,7
43944,6
43945,5
43946,8
43947,6
43948,6
43949,0
43950,7
43951,4
43952,5
43953,8
43954,7
43955,7
43956,8
43957,5
43958,5
43959,5
43960,5
43961,3
43962,6
43963,8
43964,3
43965,6
43966,1
43967,9
43968,3
43969,0
43970,9
43971,4
43972,4
43973,5
43974,8
43975,4
43976,0
43977,9
43978,3
43979,0
43980,9
43981,4
43982,6
43983,4
43984,0
43985,2
43986,0
43987,1
43988,7
43989,5
43990,9
43991,8
43992,7
43993,8
43994,6
43995,2
43996,0
43997,0
43998,3
43999,7
44000,8
44001,6
44002,1
44003,6
44004,7
44005,2
44006,5
44007,9
44008,7
44009,1
44010,1
44011,4
44012,1
44013,6
44014,6
44015,7
44016,0
44017,8
44018,4
44019,7
44020,0
44021,9
44022,4
44023,6
44024,2
44025,6
44026,7
44027,3
44028,2
44029,9
44030,6
44031,5
44032,2
44033,5
44034,8
44035,5
44036,6
44037,9
44038,2
44039,2
44040,7
44041,7
44042,3
44043,4
44044,9
44045,2
44046,8
44047,0
44048,2
44049,4
44050,0
44051,9
44052,4
44053,5
44054,8
44055,8
44056,9
44057,3
44058,3
44059,5
44060,9
44061,0
44062,7
44063,0
44064,5
44065,5
44066,2
44067,9
44068,1
44069,9
44070,9
44071,4
44072,6
44073,4
44074,6
44075,8
44076,9
44077,0
44078,0
44079,8
44080,2
44081,1
44082,6
44083,8
44084,2
44085,2
44086,2
44087,2
44088,5
44089,5
44090,7
44091,3
44092,3
44093,5
44094,9
44095,6
44096,2
44097,3
44098,4
44099,3
44100,7
44101,7
44102,9
44103,2
44104,6
44105,6
44106,9
44107,5
44108,8
44109,0
44110,6
44111,7
44112,4
44113,2
44114,2
44115,4
44116,0
44117,6
44118,2
44119,1
44120,4
44121,2
44122,5
44123,7
44124,5
44125,6
44126,2
44127,0
44128,6
44129,8
44130,2
44131,4
44132,4
44133,5
44134,7
44135,6
44136,8
44137,1
44138,4
44139,6
44140,6
44141,1
44142,5
44143,2
44144,5
44145,8
44146,0
44147,1
44148,1
44149,4
44150,7
44151,0
44152,3
44153,6
44154,5
44155,0
44156,5
44157,2
44158,0
44159,8
44160,9
44161,1
44162,5
44163,7
44164,3
44165,3
44166,6
44167,1
44168,6
44169,5
44170,9
44171,5
44172,2
44173,0
44174,7
44175,4
44176,0
44177,2
44178,7
44179,4
44180,4
44181,6
44182,0
44183,4
44184,6
44185,8
44186,9
44187,1
44188,7
44189,4
44190,7
44191,9
44192,4
44193,7
44194,4
44195,8
44196,5
44197,9
44198,5
44199,5
44200,1
44201,9
44202,3
44203,2
44204,4
44205,0
44206,2
44207,6
44208,5
44209,8
44210,0
44211,4
44212,3
44213,1
44214,2
44215,6
44216,7
44217,3
44218,7
44219,7
44220,1
44221,5
44222,5
44223,4
44224,0
44225,1
44226,2
44227,2
44228,1
44229,1
44230,4
44231,2
44232,2
44233,1
44234,1
44235,7
44236,9
44237,4
44238,8
44239,0
44240,8
44241,9
44242,3
44243,8
44244,9
44245,4
44246,6
44247,3
44248,3
44249,3
44250,9
44251,0
44252,3
44253,6
44254,9
44255,1
44256,4
44257,6
44258,0
44259,6
44260,0
44261,5
44262,9
44263,0
44264,1
44265,8
44266,0
44267,4
44268,2
44269,0
44270,1
44271,5
44272,3
44273,4
44274,5
44275,7
44276,6
44277,8
44278,8
44279,7
44280,9
44281,0
44282,3
44283,2
44284,6
44285,0
44286,5
44287,5
44288,9
44289,6
44290,5
44291,4
44292,2
44293,1
44294,4
44295,3
44296,6
44297,4
44298,8
44299,7
44300,2
44301,2
44302,0
44303,3
44304,4
44305,5
44306,3
44307,3
44308,1
44309,5
44310,4
44311,5
44312,9
44313,7
44314,0
44315,1
44316,2
44317,5
44318,3
44319,2
44320,6
44321,4
44322,2
44323,5
44324,9
44325,3
44326,4
44327,6
44328,3
44329,5
44330,8
44331,2
44332,8
44333,9
44334,8
44335,7
44336,5
44337,8
44338,9
44339,9
44340,4
44341,6
44342,7
44343,3
44344,6
44345,9
44346,9
44347,6
44348,6
44349,0
44350,9
44351,4
44352,9
44353,7
44354,4
44355,1
44356,7
44357,2
44358,8
44359,5
44360,0
44361,5
44362,6
44363,7
44364,1
44365,8
44366,0
44367,8
44368,0
44369,9
44370,4
44371,2
44372,4
44373,2
44374,1
44375,1
44376,6
44377,7
44378,6
44379,7
44380,5
44381,3
44382,6
44383,6
44384,3
44385,4
44386,8
44387,7
44388,8
44389,8
44390,7
44391,0
44392,0
44393,7
44394,7
44395,1
44396,6
44397,0
44398,3
44399,9
44400,9
44401,8
44402,5
44403,1
44404,7
44405,0
44406,1
44407,0
44408,5
44409,4
44410,9
44411,0
44412,1
44413,9
44414,0
44415,9
44416,8
44417,4
44418,2
44419,2
44420,5
44421,5
44422,0
44423,0
44424,5
44425,9
44426,4
44427,3
44428,4
44429,2
44430,5
44431,0
44432,0
44433,3
44434,3
44435,3
44436,5
44437,9
44438,0
44439,1
44440,1
44441,5
44442,9
44443,2
44444,2
44445,3
44446,3
44447,4
44448,4
44449,1
44450,0
44451,8
44452,3
44453,5
44454,5
44455,6
44456,9
44457,1
44458,9
44459,8
44460,7
44461,0
44462,3
44463,3
44464,8
44465,7
44466,0
44467,3
44468,3
44469,9
44470,7
44471,3
44472,1
44473,9
44474,6
44475,3
44476,3
44477,4
44478,0
44479,2
44480,1
44481,3
44482,9
44483,5
44484,1
44485,7
44486,9
44487,7
44488,9
44489,6
44490,1
44491,5
44492,6
44493,6
44494,9
44495,0
44496,4
44497,2
44498,2
44499,4
44500,3
44501,7
44502,6
44503,4
44504,1
44505,4
44506,2
44507,4
44508,1
44509,0
44510,2
44511,2
44512,1
44513,0
44514,2
44515,7
44516,2
44517,6
44518,9
44519,2
44520,0
44521,2
44522,0
44523,0
44524,5
44525,0
44526,3
44527,3
44528,0
44529,6
44530,6
44531,4
44532,1
44533,5
44534,9
44535,2
44536,4
44537,2
44538,4
44539,1
44540,1
44541,3
44542,0
44543,1
44544,1
44545,5
44546,0
44547,2
44548,4
44549,7
44550,3
44551,6
44552,8
44553,7
44554,8
44555,8
44556,7
44557,2
44558,6
44559,9
44560,4
44561,5
44562,7
44563,1
44564,3
44565,6
44566,0
44567,9
44568,9
44569,4
44570,6
44571,8
44572,6
44573,4
44574,1
44575,0
44576,3
44577,3
44578,0
44579,1
44580,8
44581,9
44582,3
44583,5
44584,7
44585,7
44586,3
44587,4
44588,6
44589,2
44590,9
44591,3
44592,0
44593,7
44594,2
44595,8
44596,8
44597,2
44598,4
44599,0
44600,2
44601,9
44602,8
44603,3
44604,9
44605,9
44606,0
44607,1
44608,6
44609,7
44610,7
44611,6
44612,4
44613,6
44614,8
44615,7
44616,6
44617,6
44618,3
44619,3
44620,5
44621,2
44622,1
44623,6
44624,4
44625,1
44626,9
44627,9
44628,6
44629,4
44630,6
44631,4
44632,5
44633,9
44634,4
44635,9
44636,9
44637,2
44638,2
44639,5
44640,1
44641,6
44642,2
44643,2
44644,7
44645,2
44646,8
44647,4
44648,7
44649,4
44650,1
44651,0
44652,1
44653,9
44654,0
44655,7
44656,4
44657,9
44658,0
44659,9
44660,7
44661,4
44662,0
44663,3
44664,6
44665,7
44666,4
44667,3
44668,7
44669,0
44670,2
44671,8
44672,5
44673,8
44674,4
44675,2
44676,4
44677,5
44678,2
44679,6
44680,6
44681,8
44682,8
44683,6
44684,7
44685,4
44686,1
44687,4
44688,8
44689,3
44690,2
44691,5
44692,4
44693,0
44694,9
44695,0
44696,1
44697,4
44698,9
44699,7
44700,7
44701,3
44702,9
44703,5
44704,3
44705,1
44706,9
44707,2
44708,6
44709,7
44710,9
44711,1
44712,0
44713,5
44714,1
44715,6
44716,8
44717,8
44718,6
44719,7
44720,3
44721,7
44722,2
44723,8
44724,5
44725,5
44726,0
44727,6
44728,1
44729,5
44730,6
44731,7
44732,9
44733,9
44734,1
44735,6
44736,9
44737,8
44738,5
44739,3
44740,7
44741,7
44742,8
44743,7
44744,4
44745,7
44746,0
44747,4
44748,0
44749,5
44750,4
44751,3
44752,1
44753,9
44754,6
44755,3
44756,0
44757,0
44758,2
44759,8
44760,9
44761,9
44762,1
44763,1
44764,8
44765,1
44766,3
44767,2
44768,3
44769,1
44770,0
44771,3
44772,8
44773,5
44774,0
44775,7
44776,2
44777,0
44778,6
44779,1
44780,8
44781,1
44782,1
44783,8
44784,2
44785,2
44786,6
44787,1
44788,7
44789,9
44790,7
44791,6
44792,7
44793,5
44794,1
44795,9
44796,6
44797,3
